"freq","class","sub_class","name","tooltip","alias","ignore"
230,"ORG",NA,"EMEC","European Marine Energy Centre","European Marine Energy Cent(re|er)|\bEMEC\b",FALSE
189,"ORG",NA,"EOWDC","European Offshore Wind Development Center","European Offshore Wind Deployment Centre|\bEOWDC\b",FALSE
182,"ORG",NA,"EWEA","European Wind Energy Associatio","European Wind Energy Association|\bEWEA\b",FALSE
137,"ORG",NA,"IWES","Institute for Wind Energy Systems","Institute for Wind Energy Systems|\bIWES\b",FALSE
135,"ORG",NA,"ETI","Energy Technologies Institute","Energy Technologies Institute|\bETI\b",FALSE
132,"ORG",NA,"ECN","Energy research center of the Netherlands","Energy (R|r)esearch Cent(re|er) of the Netherlands|Ecole Centrale( de) Nantes|\bECN\b",FALSE
128,"ORG",NA,"GWO","Global Wind Organizarion","Global Wind Organistion|\bGWO\b",FALSE
118,"ORG",NA,"IEC","International Electrotechnical Commi(ttee|ssion)","International Electrotechnical Commi(ttee|ssion)|\bIEC\b",FALSE
89,"ORG",NA,"SCORE","Solent Offshore Renewable Energy Council","Solent Offshore Renewable Energy (Council|Consortium)|\bSCORE\b",FALSE
84,"ORG",NA,"IEA","International Energy Agency","International Energy Agency|\bIEA\b",FALSE
74,"ORG",NA,"ISO","International Organization for Standardization","\bISO\b",FALSE
58,"ORG",NA,"IRENA","International Renewable Energy Agency","International Renewable Energy Agency|\bIRENA\b",FALSE
46,"ORG",NA,"LEP","Local Enterprise Partnership","Local Enterprise Partnership|\bLEP\b",FALSE
44,"ORG",NA,"NEDO","New Energy and Industrial Technology Development Organisation","New Energy and Industrial Technology Development Organization|\bNEDO\b",FALSE
40,"ORG",NA,"IMCA","International Marine Contractors Association","(I|i)nternational (M|m)arine (C|c)ontractors (A|a)ssociation|\bIMCA\b",FALSE
39,"ORG",NA,"DHI","Danish Hydraulic Institute","\bDHI\b",FALSE
37,"ORG",NA,"AWEA","American Wind Energy Association","American Wind Energy Association|\bAWEA\b",FALSE
33,"ORG",NA,"WEA","Wind Energy Association","\b[^AEW]WEA\b|[BCDF-VX-Z][a-z]+ Wind Energy Association",FALSE
30,"ORG",NA,"IMO","International Maritime Organization","International Maritime Organization|\bIMO\b",FALSE
28,"ORG",NA,"Wave Energy Scotland","Wave Energy Scotland","Wave Energy Scotland",FALSE
28,"ORG",NA,"NWA","The National Workboat Association","The National Workboat Association( \(NWA\))?|\bNWA\b",FALSE
25,"ORG",NA,"Marine Institute","Marine Institute","Marine Institute",FALSE
20,"ORG",NA,"Norstec Academy","Norstec Academy","Norstec Academy",FALSE
18,"ORG",NA,"WWEA","World Wind Energy Association","World Wind Energy Association|\bWWEA\b",FALSE
15,"ORG",NA,"GWEC","Global Wind Energy Council","Global Wind Energy Council|\bGWE\b",FALSE
9,"ORG",NA,"IDCORE","Industrial Doctorate Centre for ORE","Industrial (Doctora(l|te) Centre|CDT) (in|for) Offshore Renewable Energy|IDCORE",FALSE
127,"RCLAB",NA,"FORCE","Fundy Ocean Research Center for Energy","Fundy Ocean Research Center for Energy|\bFORCE\b",FALSE
97,"RCLAB",NA,"NREL","National Renewable Energy Laboratory","National Renewable Energy Laboratory|\bNREL\b",FALSE
80,"RCLAB",NA,"NYSERDA","New York State Energy Research and Development Authority","New York State Energy Research( and)? Development Authority|\bNYSERDA\b",FALSE
52,"RCLAB",NA,"OWI","OWI Lab.","\bOWI(( |-)Lab)?\b",FALSE
37,"RCLAB",NA,"MARIN","Maritime Research Institute Netherlands","Maritime Research Institute Netherlands|\bMARIN\b",FALSE
36,"RCLAB",NA,"OERA","Offshore Energy Research Association","Offshore Energy Research Association|\bOERA\b",FALSE
34,"RCLAB",NA,"PNNL","Pacific Northwest National Lab.","Pacific Northwest National Laboratory|\bPNNL\b",FALSE
33,"RCLAB",NA,"EPSRC","Engineering and Physical Sciences Research Council","Engineering (and|&) Physical Sciences Research Council|\bEPSRC\b",FALSE
30,"RCLAB",NA,"Pike","Pike Research","Pike Research",FALSE
25,"RCLAB",NA,"Sandia","Sandia National Lab.","Sandia National Laboratories|\bSandia\b",FALSE
23,"RCLAB",NA,"NERC","Natural Environment Research Council","Natural Environment Research Council|\bNERC\b",FALSE
21,"RCLAB",NA,"Navigant","Navigant Research","Navigant Research",FALSE
16,"RCLAB",NA,"DyNaLab","Dynamic Nacelle Testing Lab.","Dynamic Nacelle Testing Laboratory|\bDyNaLab\b",FALSE
10,"RCLAB",NA,"GE.Global","GE Global Research","GE Global Research",FALSE
9,"RCLAB",NA,"ERI","Environmental Research Institute","Environmental Research Institute|\bERI\b",FALSE
3696,"TERM",NA,"OWF","Offshore Wind Farms","((O|o)ffshore )?(W|w)ind (F|f)arms|\bOWF\b",FALSE
3076,"TERM",NA,"Research","Research","(R|r)esearch",FALSE
1373,"TERM",NA,"CEO","Chief Executive Officer","(C|c)hief (E|e)xecutive (O|o)fficer|\bCEO\b",FALSE
961,"TERM",NA,"Oil & Gas","Oil & Gas","Oil (&|and) Gas",TRUE
916,"TERM",NA,"supply chain","supply chain","supply chain",TRUE
768,"TERM",NA,"HVDC","High Voltage DC","\bHVDC\b",FALSE
723,"TERM",NA,"LiDAR","Light Detection and Ranging Tech.","Light Detection and Ranging|(floating |F|B|Sea|DeepC)?LiDAR( technology)?",TRUE
709,"TERM",NA,"OSS","Offshore Substation","Offshore Substation?|\bOSS\b",TRUE
700,"TERM",NA,"export cable","export cable","export cables?",TRUE
698,"TERM",NA,"Wave Energy","Wave Energy","Wave Energy",TRUE
638,"TERM",NA,"marine energy","marine energy","marine energy",TRUE
578,"TERM",NA,"tidal energy","tidal energy","tidal energy",TRUE
525,"TERM",NA,"joint venture","joint venture","(J|j)oint (V|v)enture( \(JV\))?|\bJV\b",FALSE
512,"TERM",NA,"cost reduction","cost reduction","cost (reduction|savings?)",TRUE
472,"TERM",NA,"clean energy","clean energy","clean energy",TRUE
472,"TERM",NA,"jacket foundations","jacket foundations","jacket foundations?",TRUE
453,"TERM",NA,"energy technologies","energy technologies","energy technolog(y|ies)",TRUE
452,"TERM",NA,"SWT","SWT turbine Siemens","SWT[ 0-9\-\.]+(turbine)?",FALSE
450,"TERM",NA,"power plants","power plants","power plants?",TRUE
448,"TERM",NA,"energy production","energy production","energy (generation|production)",TRUE
404,"TERM",NA,"submarine cable","submarine cable","submarine cables?",TRUE
399,"TERM",NA,"TPs","transition pieces","(T|t)ransition (P|p)ieces|\bTPs\b",FALSE
390,"TERM",NA,"subsea cable","subsea cable","subsea cables?",TRUE
373,"TERM",NA,"ocean energy","ocean energy","ocean energy",TRUE
363,"TERM",NA,"climate change","climate change","climate change",TRUE
342,"TERM",NA,"energy sources","energy sources","energy sources?",TRUE
331,"TERM",NA,"renewables industry","renewables industry","renewables (industry|sector)",TRUE
324,"TERM",NA,"cable route","cable route","cable route",TRUE
312,"TERM",NA,"energy market","energy market","energy market",TRUE
295,"TERM",NA,"cable systems","cable systems","cable systems?",TRUE
287,"TERM",NA,"LCOE","Levelized Cost of Energy","Leveli(s|z)ed( |-)Cost( |-)of( |-)(Energy|Electricity)|\bLCOE\b",TRUE
286,"TERM",NA,"power systems","power systems","power systems?",TRUE
284,"TERM",NA,"rotor blade","rotor blade","rotor blades?",TRUE
281,"TERM",NA,"converter stations","converter stations","converter stations?",TRUE
280,"TERM",NA,"onshore wind","onshore wind","onshore wind",TRUE
272,"TERM",NA,"weather conditions","weather conditions","weather conditions",TRUE
271,"TERM",NA,"turbine manufacturer","turbine manufacturers","turbine manufacturers?",TRUE
270,"TERM",NA,"AC","Alternate Current","\bAC\b",FALSE
270,"TERM",NA,"test sites","test sites","test sites?",TRUE
261,"TERM",NA,"low carbon","low carbon","low carbon",TRUE
259,"TERM",NA,"energy companies","energy companies","energy compan(y|ies)",TRUE
225,"TERM",NA,"tidal turbine","tidal turbine","tidal turbines?",TRUE
220,"TERM",NA,"DP","Dynamic Positioning","\bDP\b|Dynamic Positioning",FALSE
219,"TERM",NA,"turbine blade","turbine blade","turbine blades?",TRUE
217,"TERM",NA,"offshore platform","offshore platform","offshore platform",TRUE
216,"TERM",NA,"suction bucket","suction bucket","suction bucket",TRUE
215,"TERM",NA,"elec. production","electricity production)","electricity (generation|production)",TRUE
212,"TERM",NA,"OWA","Offshore Wind Accelerator Service","(O|o)ffshore (W|w)ind (A|a)ccelerator( program)?|\bOWA\b",TRUE
203,"TERM",NA,"UXO","Unexploded ordnance","Unexploded Ordnance|\bUXO\b",TRUE
203,"TERM",NA,"FID","Final Investment Decision","Final Investment Decision|\bFID\b",TRUE
202,"TERM",NA,"Wave Power","Wave Power","Wave Power",TRUE
199,"TERM",NA,"power cables","power cables","power cables",TRUE
198,"TERM",NA,"EPC(I)","Engineering Procurement Construction & Installation","engineering, procurement(,| and| &) construction((,| and| &) installation)?|\bEPCI?\b",TRUE
198,"TERM",NA,"WEC","Wave Energy Converter","Wave Energy Conver(ter|sion)|\bWEC\b",TRUE
198,"TERM",NA,"Motion Compensation","Motion Compensation (Platform)","(M|m)otion( |-)(C|c)ompensat(ion|ed)( platforms?)?",FALSE
197,"TERM",NA,"OFTO","Offshore Transmission Owner","(O|o)ffshore (T|t)ransmission (|O|o)wners?|\bOFTOs?",FALSE
191,"TERM",NA,"inter-array cables","inter-array cables","inter-array cables",TRUE
188,"TERM",NA,"offshore services","offshore services","offshore services?",TRUE
182,"TERM",NA,"test facility","test facility","test facilit(y|ies)",TRUE
181,"TERM",NA,"floating wind turbine","floating wind turbine","floating wind turbine",TRUE
177,"TERM",NA,"HVAC","High Voltage AC","\bHVAC\b",FALSE
176,"TERM",NA,"wave heights","wave heights","wave heights?",TRUE
171,"TERM",NA,"CfD","Contract for Difference","Contracts? for Difference|CfD",FALSE
166,"TERM",NA,"financial close","financial close","financial close",TRUE
163,"TERM",NA,"WTG","Wind Turbine Generator","(W|w)ind (T|t)urbine (G|g)enerators?|\bWTG\b",FALSE
161,"TERM",NA,"CO2 emissions","CO2 emissions","(CO2|carbon) emissions",TRUE
161,"TERM",NA,"best practice","best practice","best practices?",TRUE
161,"TERM",NA,"green energy","green energy","green energy",TRUE
161,"TERM",NA,"research project","research project","research project",TRUE
157,"TERM",NA,"power station?","power station?","power station?",TRUE
156,"TERM",NA,"CETO","Cylindrical Energy Transfer Oscillating","(C|c)ylindrical (E|e)nergy (T|t)ransfer (O|o)scillating|\bCETO\b",FALSE
154,"TERM",NA,"MOU","Memorandum of Understanding","(M|m)emorandum of (U|u)nderstanding|\bMOU\b",FALSE
153,"TERM",NA,"electricity grid","electricity grid","electricity grid",TRUE
148,"TERM",NA,"energy converter","energy converter","energy converter",TRUE
148,"TERM",NA,"energy transition","energy transition","energy transitions?",TRUE
146,"TERM",NA,"CPS","Cable Protection System","(C|c)able (P|p)rotection (S|s)ystems?|\bCPS\b",FALSE
146,"TERM",NA,"energy supply","energy supply","energy supply",TRUE
144,"TERM",NA,"grid connections","grid connections","grid connections",TRUE
144,"TERM",NA,"rotor diameter","rotor diameter","rotor diameter",TRUE
143,"TERM",NA,"cable protection","cable protection","cable protection",TRUE
143,"TERM",NA,"energy efficiency","energy efficiency","energy efficiency",TRUE
140,"TERM",NA,"TSO","Transmission Systems Operator","(T|t)ransmission (S|s)ystems (O|o)perators?|\bTSO\b",FALSE
137,"TERM",NA,"renewable sources","renewable sources","renewable sources",TRUE
137,"TERM",NA,"shallow water","shallow water","shallow water",TRUE
135,"TERM",NA,"OCS","Outer Continental Shelf","(Outer )?Continental Shelf|\bOCS\b",TRUE
133,"TERM",NA,"project developers","project developers","project developers?",TRUE
131,"TERM",NA,"fossil fuels","fossil fuels","fossil fuels",TRUE
130,"TERM",NA,"commercial operation","commercial operation","commercial operation",TRUE
129,"TERM",NA,"sister vessels","sister vessel","sister vessels?",TRUE
126,"TERM",NA,"management system","management system","management systems?",TRUE
124,"TERM",NA,"onshore grid","onshore grid","onshore grid",TRUE
124,"TERM",NA,"safety training","safety training","safety training",TRUE
124,"TERM",NA,"wind energy sector","wind energy sector","wind energy sector",TRUE
122,"TERM",NA,"SMEs","small and medium-sized enterprises","small and medium(-sized)? enterprises?|\bSMEs?\b",TRUE
120,"TERM",NA,"lifting capacity","lifting capacity","lifting capacity",TRUE
118,"TERM",NA,"project development","project development","project development",TRUE
117,"TERM",NA,"renewable electricity","renewable electricity","renewable electricity",TRUE
111,"TERM",NA,"maintenance costs","maintenance costs","maintenance costs?",TRUE
110,"TERM",NA,"energy policy","energy policy","energy policy",TRUE
109,"TERM",NA,"scour protection","scour protection","scour protection",TRUE
108,"TERM",NA,"deck space","deck space","(D|d)eck space",FALSE
107,"TERM",NA,"compensated gangway","compensated gangway","compensated gangway",TRUE
106,"TERM",NA,"electricity market","electricity market","electricity market",TRUE
106,"TERM",NA,"energy solutions","energy solutions","energy solutions?",TRUE
105,"TERM",NA,"nuclear power","nuclear power","nuclear power",TRUE
105,"TERM",NA,"power industry","power industry","power industry",TRUE
105,"TERM",NA,"tidal stream","tidal stream","tidal stream",TRUE
103,"TERM",NA,"framework agreement","framework agreement","framework agreement",TRUE
101,"TERM",NA,"Dev. Manager","Business Development Manager","Business Development Manager",TRUE
101,"TERM",NA,"power capacity","power capacity","power capacity",TRUE
100,"TERM",NA,"control systems","control systems","control systems",TRUE
99,"TERM",NA,"JIP","Joint Industry Project","\bJIP\b|(J|j)oint (I|i)ndustry (P|p)roject",FALSE
99,"TERM",NA,"transmission assets","transmission assets","transmission assets?",TRUE
96,"TERM",NA,"electricity transmission","electricity transmission","electricity transmission",TRUE
95,"TERM",NA,"marine mammals","marine mammals","marine mammals",TRUE
95,"TERM",NA,"permanent magnet","permanent magnet","permanent magnet",TRUE
92,"TERM",NA,"offshore sector","offshore sector","offshore sector",TRUE
90,"TERM",NA,"COO","Chief Operating Officer","(C|c)hief (O|o)perating (O|o)fficer|\bCOO\b",FALSE
86,"TERM",NA,"OTM","Offshore Transformer Module","(O|o)ffshore (T|t)ransformer (M|m)odules?|\bOTM\b",FALSE
86,"TERM",NA,"tidal lagoon","tidal lagoon","tidal lagoon",TRUE
85,"TERM",NA,"natural gas","natural gas","natural gas",TRUE
85,"TERM",NA,"spare parts","spare parts","spare parts",TRUE
84,"TERM",NA,"Marine Engineering","Marine Engineering","Marine Engineering",TRUE
84,"TERM",NA,"carbon energy","carbon energy","carbon energy",TRUE
84,"TERM",NA,"heavy industries","heavy industries","heavy industries",TRUE
84,"TERM",NA,"marine coordination","marine coordination","marine coordination",TRUE
84,"TERM",NA,"marine engineering","marine engineering","marine engineering",TRUE
84,"TERM",NA,"nautical miles","nautical miles","nautical miles",TRUE
84,"TERM",NA,"power production","power production","power production",TRUE
84,"TERM",NA,"solar power","solar power","solar power",TRUE
83,"TERM",NA,"PPE","published Energy Plan","((p|P)ublished)? (e|E)nergy (p|P)lan( \(PPE\))?|\bPPE\b",FALSE
82,"TERM",NA,"financial services","financial services","financial services?",TRUE
82,"TERM",NA,"turbine technology","turbine technology","turbine technology",TRUE
81,"TERM",NA,"RCS","Reactive Compensation (Sub)station","Reactive Compensation (Sub)?station|\bRCS\b",TRUE
81,"TERM",NA,"continental shelf","continental shelf","continental shelf",TRUE
80,"TERM",NA,"PV","solar photovoltaic","(S|s)olar (P|p)hotovoltaic|\bPV\b",FALSE
78,"TERM",NA,"swire blue","swire blue","swire blue",TRUE
78,"TERM",NA,"tidal transit","tidal transit","tidal transit",TRUE
76,"TERM",NA,"OHVS","Offshore High Voltage Substation","Offshore High Voltage Substation|\bOHVS\b",TRUE
76,"TERM",NA,"RFP","Request for Proposal","Request for Proposal|\b(R(F|f)P)\b",TRUE
73,"TERM",NA,"MHK","Marine Hydrokinetic","\bMHK\b|(M|m)arine( and)? (H|h)ydrokinetic",FALSE
73,"TERM",NA,"PPA","Power Purchase Agreement","Power Purchase Agreement|\bPPA\b",TRUE
71,"TERM",NA,"commercial scale","commercial scale","commercial scale",TRUE
69,"TERM",NA,"OTEC","Ocean Thermal Energy Conversion","\bOTEC\b|(O|o)cean (T|t)hermal (E|e)nergy (C|c)onversion",FALSE
69,"TERM",NA,"VSC","Voltage Source Converter","(V|v)oltage (S|s)ource (C|c)onverter|\bVSC\b",FALSE
65,"TERM",NA,"FY","fiscal year","fiscal year|\bFY\b",FALSE
64,"TERM",NA,"MOG","Modular Offshore Grid","Modular Offshore Grid|\bMOG\b",TRUE
63,"TERM",NA,"CGS","Combined Grid Solution","Combined Grid Solution|\bCGS\b",TRUE
62,"TERM",NA,"Power Conversion","Power Conversion","Power Conversion",TRUE
58,"TERM",NA,"GIS","Geographic Information System","Geographic Information System|\bGIS\b",FALSE
53,"TERM",NA,"VAWT","Vertical Axis Wind Turbine","Vertical Axis Wind Turbine|\bVAWT\b",TRUE
52,"TERM",NA,"Cable Enterprise","Cable Enterprise","Cable Enterprise",TRUE
51,"TERM",NA,"CPT","Cone Penetration Tests","(C|c)one (P|p)enetration (T|t)est(s)?( \(CPT\))?|CPT( \((C|c)one (P|p)enetration (T|t)est(s)?\))?|\bCPT\b",FALSE
50,"TERM",NA,"GE Haliade","GE Haliade wind turbine","GE Haliade",FALSE
50,"TERM",NA,"greenhouse gas emissions","greenhouse gas emissions","greenhouse gas emissions?",TRUE
49,"TERM",NA,"TLP","Tension Leg Platform","Tension( |-)Leg( |-)Platform|\bTLP\b",TRUE
47,"TERM",NA,"Offshore Transformer Modules","Offshore Transformer Module","Offshore Transformer Modules",TRUE
47,"TERM",NA,"CAGR","Compound Annual Growth Rate","Compound Annual Growth Rate|\bCAGR\b",FALSE
44,"TERM",NA,"FPP","Floating Power Plant","(F|f)loating (P|p)ower (P|p)lant|\bFPP\b",FALSE
43,"TERM",NA,"SES","Surface Effect Ship Tech.","surface(-| )effect(-| )ship|\bSES\b",TRUE
43,"TERM",NA,"LNG","liquefied natural gas","(L|l)iquefied (N|n)atural (G|g)as|\bLNG\b",FALSE
43,"TERM",NA,"ASV","Autonomous Surface Vehicle","Autonomous Surface Vehicle(s)?|\bASV\b",FALSE
42,"TERM",NA,"Borssele Beta","Borssele Beta transformer platform","Borssele Beta",FALSE
40,"TERM",NA,"XLPE","cross-linked polyethylene","cross-linked polyethylene( insulated)?|\bXLPE\b",FALSE
39,"TERM",NA,"HDD","Horizontal Directional Drilling","Horizontal Directional Drilling|\bHDD\b",TRUE
38,"TERM",NA,"OPEX","operating expense","(o|O)perating (e|E)xpense|\bOPEX\b",TRUE
35,"TERM",NA,"Marine Current Turbines","Marine Current Turbine","Marine Current Turbine",TRUE
35,"TERM",NA,"MSP","Maritime Spatial Planning","(M|m)aritime (S|s)patial (P|p)lanning( \(MSP\))?|\bMSP\b",FALSE
34,"TERM",NA,"FOWIND","Facilitating Offshore Wind in India","(F|f)acilitating (O|o)ffshore (W|w)ind (I|i)n (I|i)ndia( \(FOWIND\))?|FOWIND \((F|f)acilitating (O|o)ffshore (W|w)ind (I|i)n (I|i)ndia\)|\bFOWIND\b",FALSE
33,"TERM",NA,"SDE+","Stimulation of Sustainable Energy Production","(The SDE\+? )?\(?Stimulering Duurzame Energieproductie/Stimulation of sustainable energy production\)|Renewable Energy Production Incentive( \(SDE\))?|\bSDE( )?\+?\b",FALSE
31,"TERM",NA,"AEP","annual energy production","(A|a)nnual (E|e)nergy (P|p)roduction|\bAEP\b",FALSE
31,"TERM",NA,"CCS","Carbon Capture & Storage","carbon capture (and|&) storage|\bCCS\b",TRUE
25,"TERM",NA,"MRCF","Marine Renewables Commercialisation Fund","Marine Renewables Commercialisation Fund|\bMRCF\b",FALSE
118,"UNIV",NA,"DTU","Tech. Univ. Denmark","Technical University of Denmark|\bDTU\b",FALSE
56,"UNIV",NA,"Maine","Univ. Maine","University of Maine",FALSE
47,"UNIV",NA,"Strathclyde","Univ. Strathclyde","University of Strathclyde|Strathclyde University",FALSE
37,"UNIV",NA,"Exeter","Univ. Exeter","University of Exeter|Exeter University",FALSE
36,"UNIV",NA,"Edinburgh","Univ. Edinburgh","University of Edinburgh|Edinburgh University",FALSE
31,"UNIV",NA,"Hull","Univ. Hull","University of Hull",FALSE
23,"UNIV",NA,"Clemson","Univ. Clemson","Clemson University",FALSE
20,"UNIV",NA,"Massachusetts","Univ. Massachusetts","University of Massachusetts",FALSE
20,"UNIV",NA,"Stuttgart","Univ. Stuttgart","University of Stuttgart",FALSE
19,"UNIV",NA,"Delaware","Univ. Delaware","University of Delaware",FALSE
19,"UNIV",NA,"Lowestoft","Lowestoft College","Lowestoft College",FALSE
18,"UNIV",NA,"Plymouth","Univ. Plymouth","University of Plymouth|Plymouth University",FALSE
17,"UNIV",NA,"Technology","Univ. Technology","University of Technology",FALSE
17,"UNIV",NA,"TU.Denmark","Univ. TU.Denmark","Technical University( of| in)? Denmark",FALSE
15,"UNIV",NA,"Cranfield","Univ. Cranfield","Cranfield University",FALSE
15,"UNIV",NA,"Newcastle","Newcastle College","Newcastle College",FALSE
14,"UNIV",NA,"Aberdeen","Univ. Aberdeen","University of Aberdeen",FALSE
14,"UNIV",NA,"Watt","Univ. Watt","Watt University",FALSE
13,"UNIV",NA,"Robert Gordon","Univ. Robert Gordon","Robert Gordon University",FALSE
13,"UNIV",NA,"Rostock","Univ. Rostock","University of Rostock",FALSE
13,"UNIV",NA,"Great Yarmouth","Great Yarmouth College","Great Yarmouth College",FALSE
12,"UNIV",NA,"Durham","Univ. Durham","Durham University",FALSE
12,"UNIV",NA,"Oxford","Univ. Oxford","University of Oxford|Oxford University",FALSE
12,"UNIV",NA,"Southampton","Univ. Southampton","University of Southampton|Southampton University",FALSE
12,"UNIV",NA,"Tokyo","Univ. Tokyo","University of Tokyo",FALSE
12,"UNIV",NA,"Hull C.","Hull College","Hull College",FALSE
12,"UNIV",NA,"Bristol Community","Bristol Community College","Bristol Community College",FALSE
11,"UNIV",NA,"Washington","Univ. Washington","University of Washington",FALSE
11,"UNIV",NA,"Delft","Univ. Delft","Delft University",FALSE
11,"UNIV",NA,"Oregon State","Univ. Oregon State","Oregon State University",FALSE
10,"UNIV",NA,"Aalborg","Univ. Aalborg","Aalborg University",FALSE
10,"UNIV",NA,"Maryland","Univ. Maryland","University of Maryland",FALSE
10,"UNIV",NA,"Cardiff","Univ. Cardiff","Cardiff University",FALSE
10,"UNIV",NA,"Swansea","Univ. Swansea","Swansea University",FALSE
8,"UNIV",NA,"Bristol","Univ. Bristol","University of Bristol",FALSE
515,"VESSEL",NA,"CTV","Crew Transfer Vessel","crew( |-)transfer vessels?|\bCTV\b",TRUE
411,"VESSEL",NA,"SOV","Service Operation Vessel","service operations? vessels?|\bSOV\b",TRUE
369,"VESSEL",NA,"Jack Up Vessel","Jack Up Vessel","jack( |-)up( installation)? vessels?",TRUE
281,"VESSEL",NA,"Cable Laying Vessel","Cable Laying Vessel","cable( |-)?(installation|lay(ing)?) vessels?|\bCLV\b",TRUE
180,"VESSEL",NA,"Heavy Lift Vessel","Heavy Lift Vessel","heavy( |-)lift vessels?|\bHLV\b",TRUE
147,"VESSEL",NA,"SEA","Strategic Environmental Assessment","\bSEA(( |-)([A-Z]+))?\b",FALSE
136,"VESSEL",NA,"Service Vessel","Service Vessel","(wind farm |offshore )?service vessels?",TRUE
124,"VESSEL",NA,"FCS","Fast Crew Supplier","(F|f)ast (C|c)rew (S|s)uppliers?|\bFCS\b",FALSE
116,"VESSEL",NA,"VOS","Vroon Offshore Services","\bVOS\b",FALSE
103,"VESSEL",NA,"Support Vessel","Support Vessel","(wind farm|offshore) support vessels?",TRUE
102,"VESSEL",NA,"WTIV","wind turbine installation vessel","wind turbine installation vessel( \(WTIV\))?|\bWTIV\b",FALSE
100,"VESSEL",NA,"Seajacks Scylla","Seajacks Scylla","Seajacks Scylla",FALSE
98,"VESSEL",NA,"Stanislav Yudin","Stanislav Yudin","Stanislav Yudin",FALSE
94,"VESSEL",NA,"Turbine Installation Vessel","Turbine Installation Vessel","(wind )?turbine installation vessels?",TRUE
91,"VESSEL",NA,"SWATH","Small Waterplane Area Twin Hull","\bSWATH\b",FALSE
91,"VESSEL",NA,"Construction Vessel","Construction Vessel","(offshore )?construction( support)? vessels?",TRUE
84,"VESSEL",NA,"Wind Farm Vessel","Wind Farm Vessel","(wind farm|offshore) vessels?",TRUE
82,"VESSEL",NA,"Installation Vessel","Installation Vessel","(wind( farm)? |offshore )installation vessels?",TRUE
78,"VESSEL",NA,"Brave Tern","Brave Tern","Brave Tern",FALSE
78,"VESSEL",NA,"Bold Tern","Bold Tern","Bold Tern",FALSE
74,"VESSEL",NA,"Vole au Vent","Vole au Vent","\bVole au Vent\b",TRUE
62,"VESSEL",NA,"MPI Discovery","MPI Discovery","MPI Discovery",FALSE
58,"VESSEL",NA,"MRE","Marine Renewable Energy","\bMRE\b",FALSE
56,"VESSEL",NA,"Bibby WaveMaster","Bibby WaveMaster","Bibby WaveMaster (1|2)",FALSE
52,"VESSEL",NA,"Accommodation Vessel","Accommodation Vessel","accommodation vessels?",TRUE
51,"VESSEL",NA,"X-STERN","operate with stern","X-(STERN|BOW)",FALSE
51,"VESSEL",NA,"Living Stone","Living Stone","Living Stone",FALSE
48,"VESSEL",NA,"SEA CHALLENGER","SEA CHALLENGER","SEA CHALLENGER",FALSE
48,"VESSEL",NA,"CSV","Construction Support Vessel","(C|c)onstruction (S|s)upport (V|v)essel( \(CSV\))?|\bCSV\b",FALSE
45,"VESSEL",NA,"Siem Aimery","Siem Aimery","Siem Aimery",FALSE
37,"VESSEL",NA,"HST","High Speed Transfers","\bHST [HS][a-z]+",FALSE
29,"VESSEL",NA,"GMS","Gulf / Green Marine Services","GMS( Endeavour| Evolution| vessels?)",FALSE
22,"VESSEL",NA,"Platform Supply Vessel","Platform Supply Vessel","platform supply vessels?",TRUE
21,"VESSEL",NA,"Maintenance Vessel","Maintenance Vessel","maintenance vessels?",TRUE
